year,marital,age,race,rincome,partyid,relig,tvhours
2008,Widowed,62,White,Not applicable,Not str republican,Protestant,NA
2008,Married,50,White,Not applicable,"Ind,near dem",Christian,NA
2008,Divorced,76,White,Don't know,Strong republican,Protestant,3
2008,Married,49,White,Not applicable,Not str republican,Protestant,NA
2008,Divorced,44,White,$25000 or more,Strong republican,Protestant,1
2008,Married,37,White,$5000 to 5999,Strong democrat,Protestant,1
2008,Married,59,White,$25000 or more,Not str republican,Christian,NA
2008,Divorced,52,White,$25000 or more,Not str republican,Protestant,NA
2008,Widowed,82,White,Not applicable,Strong republican,Catholic,NA
2008,Married,67,White,Not applicable,"Ind,near rep",None,3
2008,Married,47,White,$25000 or more,Not str republican,Protestant,1
2008,Married,44,White,Not applicable,Strong democrat,Protestant,3
2008,Married,56,White,$25000 or more,"Ind,near dem",None,4
2008,Married,41,White,$25000 or more,"Ind,near rep",Protestant,0
2008,Married,50,White,$25000 or more,"Ind,near dem",None,1
2008,Married,81,White,$1000 to 2999,Strong democrat,Protestant,1
2008,Divorced,68,White,Not applicable,Independent,Protestant,1
2008,Married,44,White,$25000 or more,Strong republican,Protestant,1
2008,Married,51,White,Not applicable,Strong republican,Protestant,4
2008,Married,36,White,Refused,Not str republican,Orthodox-christian,3
2008,Divorced,47,White,$25000 or more,Independent,Protestant,1
2008,Married,43,White,$20000 - 24999,Not str republican,Protestant,2
2008,Widowed,60,Black,No answer,Independent,Protestant,NA
2008,Married,52,White,$25000 or more,Not str republican,Protestant,NA
2008,Married,40,White,$25000 or more,Strong republican,Protestant,NA
2008,Widowed,70,White,Not applicable,Not str republican,Protestant,6
2008,Divorced,57,White,No answer,Strong democrat,Protestant,3
2008,Married,41,White,$20000 - 24999,"Ind,near rep",Protestant,1
2008,Divorced,34,Black,$25000 or more,"Ind,near dem",Protestant,3
2008,Divorced,28,White,No answer,Not str republican,Protestant,3
2008,Divorced,48,White,No answer,Not str democrat,Protestant,3
2008,Married,22,White,$20000 - 24999,"Ind,near rep",Protestant,1
2008,Married,22,White,Not applicable,"Ind,near dem",Protestant,1
2008,Never married,48,Black,No answer,Strong democrat,Protestant,3
2008,Married,67,White,Not applicable,Not str democrat,Protestant,1
2008,Married,55,White,$20000 - 24999,Not str republican,Protestant,NA
2008,Separated,37,Black,$10000 - 14999,Strong democrat,Protestant,NA
2008,Married,64,Black,Not applicable,Strong democrat,Protestant,NA
2008,Divorced,46,Black,Not applicable,Independent,Protestant,NA
2008,Separated,68,Black,Not applicable,Strong democrat,Protestant,3
2008,Married,45,Black,No answer,Strong democrat,Protestant,5
2008,Married,70,White,Not applicable,Strong republican,Protestant,4
2008,Married,30,Other,$15000 - 19999,Not str republican,Catholic,8
2008,Divorced,55,White,No answer,Independent,Protestant,8
2008,Married,52,White,$25000 or more,Not str democrat,Protestant,5
2008,Married,34,White,$25000 or more,Not str republican,Christian,0
2008,Divorced,65,White,Not applicable,Strong republican,Protestant,8
2008,Married,53,White,$20000 - 24999,"Ind,near dem",Protestant,10
2008,Divorced,55,White,Not applicable,"Ind,near rep",Protestant,5
2008,Married,63,White,$8000 to 9999,Not str republican,Protestant,NA
2008,Married,65,White,$25000 or more,Strong republican,Protestant,6
2008,Divorced,28,White,$1000 to 2999,Independent,Protestant,1
2008,Married,36,White,$25000 or more,Strong republican,Protestant,NA
2008,Widowed,81,Black,Not applicable,Strong democrat,Protestant,8
2008,Never married,28,Black,$25000 or more,Not str democrat,Protestant,6
2008,Married,57,Black,Not applicable,Strong democrat,Protestant,NA
2008,Married,53,White,$10000 - 14999,Not str democrat,Protestant,5
2008,Married,67,White,Not applicable,Strong republican,Protestant,NA
2008,Separated,66,Black,Not applicable,Strong democrat,Protestant,10
2008,Married,29,Black,$1000 to 2999,"Ind,near dem",Christian,1
2008,Married,77,White,Not applicable,Not str republican,Protestant,NA
2008,Never married,57,White,$25000 or more,Not str democrat,Catholic,3
2008,Never married,19,Black,Not applicable,Independent,Protestant,NA
2008,Never married,57,White,$25000 or more,"Ind,near rep",Catholic,NA
2008,Widowed,67,Black,Not applicable,Strong democrat,Protestant,5
2008,Never married,65,Black,Not applicable,Not str democrat,Protestant,NA
2008,Divorced,58,Black,$8000 to 9999,Independent,Protestant,4
2008,Married,35,White,$25000 or more,Strong democrat,Catholic,2
2008,Married,29,Black,Not applicable,Not str democrat,Protestant,5
2008,Never married,24,Black,$1000 to 2999,Not str democrat,Christian,NA
2008,Never married,30,White,Not applicable,Not str democrat,Protestant,1
2008,Married,56,White,Not applicable,Not str democrat,Catholic,3
2008,Married,32,Black,Not applicable,Strong democrat,Protestant,6
2008,Never married,55,White,Not applicable,Other party,None,0
2008,Never married,24,White,Don't know,Not str republican,Catholic,2
2008,Married,34,White,$25000 or more,Not str republican,Christian,2
2008,Married,28,White,Not applicable,"Ind,near dem",Protestant,4
2008,Married,61,White,$15000 - 19999,"Ind,near dem",None,4
2008,Married,44,White,$7000 to 7999,"Ind,near dem",Protestant,2
2008,Widowed,54,White,$10000 - 14999,Strong democrat,Catholic,6
2008,Married,48,White,Don't know,Strong republican,Protestant,2
2008,Married,52,White,$25000 or more,"Ind,near rep",Christian,3
2008,Divorced,41,White,$25000 or more,Not str republican,Catholic,1
2008,Divorced,37,White,$25000 or more,Not str democrat,Catholic,NA
2008,Never married,20,White,$15000 - 19999,Independent,Protestant,1
2008,Widowed,89,Black,Not applicable,Strong democrat,Catholic,NA
2008,Divorced,61,White,Refused,Independent,None,1
2008,Widowed,67,White,Not applicable,Strong democrat,Protestant,4
2008,Never married,37,Other,Not applicable,Independent,Catholic,NA
2008,Married,34,White,$25000 or more,Not str democrat,Protestant,0
2008,Widowed,63,White,No answer,Not str democrat,Protestant,NA
2008,Never married,35,White,$25000 or more,Independent,Protestant,7
2008,Married,26,Other,$3000 to 3999,Independent,Catholic,NA
2008,Separated,37,Other,$20000 - 24999,Not str democrat,Catholic,2
2008,Separated,28,Other,$20000 - 24999,"Ind,near dem",None,2
2008,Never married,60,Black,Lt $1000,Strong democrat,Protestant,2
2008,Never married,45,Black,$20000 - 24999,Not str democrat,Inter-nondenominational,NA
2008,Divorced,63,White,Not applicable,Independent,Protestant,3
2008,Widowed,NA,Black,Not applicable,Independent,Protestant,3
2008,Never married,32,Black,Not applicable,Strong democrat,Protestant,3
2008,Divorced,61,Black,Not applicable,Not str democrat,Protestant,5
2008,Widowed,53,Black,$25000 or more,Not str democrat,Protestant,2
2008,Separated,41,White,$5000 to 5999,Strong democrat,Protestant,NA
2008,Married,62,White,Not applicable,Strong democrat,Protestant,NA
2008,Married,35,White,$15000 - 19999,Not str republican,Protestant,NA
2008,Married,35,Other,$10000 - 14999,Independent,Protestant,3
2008,Married,41,White,Not applicable,Strong republican,Protestant,NA
2008,Separated,41,White,$4000 to 4999,Independent,Protestant,6
2008,Married,59,White,$4000 to 4999,Strong republican,Protestant,3
2008,Married,60,Black,Not applicable,Strong democrat,Protestant,2
2008,Widowed,81,White,$1000 to 2999,"Ind,near rep",Protestant,2
2008,Married,39,White,$25000 or more,"Ind,near dem",Protestant,2
2008,Widowed,62,Black,$15000 - 19999,Strong democrat,Protestant,5
2008,Divorced,47,Black,$25000 or more,Not str democrat,Protestant,12
2008,Married,51,White,$20000 - 24999,Not str democrat,Protestant,2
2008,Married,26,White,$25000 or more,Not str republican,Protestant,1
2008,Widowed,72,Black,$5000 to 5999,Strong democrat,Protestant,NA
2008,Divorced,57,White,Not applicable,Strong democrat,Protestant,NA
2008,Never married,50,White,Not applicable,Independent,Protestant,0
2008,Married,55,White,$25000 or more,Not str republican,Protestant,2
2008,Divorced,53,White,$25000 or more,Not str democrat,Catholic,NA
2008,Never married,20,Other,$20000 - 24999,Strong democrat,Protestant,4
2008,Divorced,27,Other,Not applicable,Not str democrat,Protestant,NA
2008,Married,66,White,Not applicable,Strong republican,Protestant,NA
2008,Divorced,75,White,Not applicable,Strong democrat,Protestant,1
2008,Never married,37,White,$25000 or more,Independent,Catholic,6
2008,Never married,65,White,Not applicable,Strong democrat,Protestant,NA
2008,Never married,26,White,$25000 or more,Independent,None,NA
2008,Married,53,White,$25000 or more,Not str democrat,Protestant,6
2008,Divorced,36,White,$25000 or more,Not str democrat,Protestant,2
2008,Married,78,White,Not applicable,Not str republican,Protestant,3
2008,Married,57,White,$25000 or more,Not str democrat,Protestant,NA
2008,Married,28,Other,$25000 or more,Strong republican,Protestant,4
2008,Married,44,White,$10000 - 14999,Independent,Christian,NA
2008,Married,28,White,$25000 or more,Not str democrat,Protestant,4
2008,Married,36,White,Not applicable,Strong democrat,Protestant,NA
2008,Married,46,White,$25000 or more,"Ind,near dem",None,1
2008,Divorced,41,White,$20000 - 24999,Not str republican,None,4
2008,Married,58,White,$25000 or more,"Ind,near dem",Protestant,NA
2008,Married,34,White,Not applicable,Not str democrat,Protestant,2
2008,Never married,19,Black,Not applicable,Not str democrat,Protestant,2
2008,Married,32,White,No answer,"Ind,near dem",Protestant,2
2008,Married,61,White,Not applicable,"Ind,near rep",Protestant,NA
2008,Married,54,White,$25000 or more,Strong democrat,Protestant,2
2008,Married,34,White,$3000 to 3999,Independent,Protestant,2
2008,Married,62,White,$25000 or more,"Ind,near rep",Protestant,3
2008,Married,28,White,$25000 or more,Not str republican,Protestant,2
2008,Widowed,82,White,Not applicable,"Ind,near rep",Protestant,NA
2008,Married,51,White,Not applicable,Not str democrat,Protestant,NA
2008,Married,71,White,Not applicable,Independent,Other,4
2008,Married,34,White,$25000 or more,Not str democrat,Protestant,1
2008,Married,65,White,$25000 or more,Not str republican,Protestant,2
2008,Married,61,White,$25000 or more,Not str republican,Protestant,1
2008,Married,76,White,Not applicable,Strong republican,Protestant,4
2008,Married,55,White,$25000 or more,Not str republican,Protestant,2
2008,Married,76,White,Not applicable,Strong republican,Protestant,3
2008,No answer,NA,White,Refused,Independent,Protestant,2
2008,Married,67,White,$25000 or more,"Ind,near rep",Protestant,NA
2008,Divorced,41,White,$20000 - 24999,Not str democrat,Protestant,NA
2008,Married,49,White,$25000 or more,Independent,None,3
2008,Divorced,45,White,$25000 or more,Not str democrat,Catholic,NA
2008,Never married,32,White,$25000 or more,Independent,Protestant,4
2008,Divorced,38,White,$25000 or more,"Ind,near rep",None,NA
2008,Married,60,White,Not applicable,Not str republican,Protestant,4
2008,Married,50,White,No answer,"Ind,near rep",Protestant,3
2008,Widowed,65,White,Not applicable,"Ind,near rep",Protestant,NA
2008,Married,44,White,$25000 or more,Not str republican,Christian,NA
2008,Married,31,White,Not applicable,Not str republican,Protestant,3
2008,Married,54,White,Not applicable,"Ind,near rep",Protestant,3
2008,Married,46,White,$10000 - 14999,Strong republican,Protestant,2
2008,Married,49,Black,$1000 to 2999,Strong democrat,Protestant,8
2008,Married,52,White,Refused,Strong democrat,Catholic,NA
2008,Married,50,White,Not applicable,Strong democrat,Protestant,NA
2008,Married,32,White,$3000 to 3999,Strong republican,Protestant,2
2008,Divorced,64,White,$6000 to 6999,"Ind,near dem",Catholic,4
2008,Widowed,78,White,Not applicable,Strong republican,Protestant,NA
2008,Married,55,White,$6000 to 6999,Not str democrat,Catholic,1
2008,Married,35,White,$25000 or more,"Ind,near dem",Protestant,2
2008,Never married,27,White,$25000 or more,Not str republican,Protestant,4
2008,Separated,50,White,$8000 to 9999,Independent,None,2
2008,Married,53,White,Not applicable,Not str democrat,Catholic,1
2008,Married,47,White,$25000 or more,Not str democrat,Protestant,NA
2008,Divorced,60,White,Not applicable,Independent,Protestant,10
2008,Married,80,White,Not applicable,Not str republican,Protestant,7
2008,Married,36,Other,$25000 or more,"Ind,near dem",None,NA
2008,Married,32,White,$20000 - 24999,"Ind,near dem",Protestant,NA
2008,Married,30,White,No answer,Strong democrat,Protestant,2
2008,Never married,41,White,Not applicable,Strong democrat,Protestant,2
2008,Never married,31,White,$25000 or more,Independent,Protestant,2
2008,Married,29,White,Not applicable,Not str republican,Protestant,NA
2008,Married,35,Black,$25000 or more,Not str democrat,Protestant,NA
2008,Married,51,White,Not applicable,Independent,Protestant,NA
2008,Married,53,White,$20000 - 24999,Strong democrat,Catholic,NA
2008,Married,22,White,Not applicable,Independent,Christian,4
2008,Widowed,80,White,Not applicable,Strong republican,Protestant,4
2008,Married,43,White,$8000 to 9999,Strong democrat,Protestant,5
2008,Divorced,47,White,Not applicable,Not str democrat,Protestant,NA
2008,Separated,38,White,$6000 to 6999,"Ind,near rep",None,NA
2008,Divorced,49,White,$10000 - 14999,"Ind,near dem",Protestant,2
2008,Married,35,White,$10000 - 14999,Strong republican,Protestant,NA
2008,Divorced,38,White,$15000 - 19999,Not str republican,Protestant,0
2008,Married,67,White,Not applicable,Not str democrat,Protestant,3
2008,Married,75,White,Not applicable,Strong democrat,Protestant,8
2008,Married,26,White,Not applicable,Not str democrat,None,2
2008,Never married,52,White,$1000 to 2999,Independent,Protestant,4
2008,Never married,26,White,$25000 or more,Not str democrat,Catholic,NA
2008,Married,27,White,$15000 - 19999,Strong democrat,Catholic,NA
2008,Married,33,Other,$25000 or more,Not str republican,None,2
2008,Never married,21,White,Not applicable,Not str republican,Protestant,1
2008,Married,69,White,No answer,Strong democrat,Catholic,2
2008,Separated,83,White,Not applicable,"Ind,near dem",Catholic,1
2008,Married,61,White,Not applicable,"Ind,near dem",None,3
2008,Divorced,34,White,$25000 or more,Not str democrat,Catholic,2
2008,Never married,26,White,Not applicable,Not str democrat,Catholic,2
2008,Married,81,White,Not applicable,Strong democrat,Protestant,3
2008,Divorced,51,White,$20000 - 24999,"Ind,near rep",None,1
2008,Never married,51,White,$20000 - 24999,Independent,None,2
2008,Divorced,39,White,$20000 - 24999,Independent,Protestant,NA
2008,Married,58,White,No answer,Not str republican,Protestant,3
2008,Married,24,White,$10000 - 14999,Not str republican,Protestant,NA
2008,Married,27,White,$25000 or more,Strong republican,Protestant,NA
2008,Divorced,75,White,Not applicable,Strong republican,Protestant,NA
2008,Divorced,39,White,Not applicable,Strong republican,Protestant,NA
2008,Married,36,White,$25000 or more,Strong republican,Protestant,2
2008,Married,58,White,Refused,Independent,Protestant,NA
2008,Widowed,64,White,Not applicable,Strong republican,None,3
2008,Married,43,White,$25000 or more,Strong republican,Protestant,2
2008,Married,51,White,$25000 or more,"Ind,near rep",None,1
2008,Never married,35,White,Not applicable,Not str democrat,None,3
2008,Never married,37,White,Not applicable,Not str democrat,Protestant,1
2008,Married,56,White,Refused,Strong democrat,None,2
2008,Divorced,55,White,$25000 or more,"Ind,near dem",None,NA
2008,Never married,64,White,$10000 - 14999,Not str republican,Orthodox-christian,0
2008,Married,36,White,$25000 or more,Not str democrat,Catholic,NA
2008,Divorced,68,White,Lt $1000,Other party,None,0
2008,Divorced,62,White,$25000 or more,Strong republican,Catholic,2
2008,Widowed,82,White,Not applicable,Independent,Catholic,6
2008,Married,26,White,Not applicable,"Ind,near rep",Christian,NA
2008,Widowed,83,White,Not applicable,Not str republican,Protestant,NA
2008,Married,70,White,Not applicable,Strong democrat,Protestant,NA
2008,Married,49,White,$20000 - 24999,"Ind,near dem",Christian,4
2008,Married,89,White,No answer,Strong republican,Other eastern,NA
2008,Married,71,Black,Not applicable,Strong democrat,Protestant,2
2008,Married,43,White,$15000 - 19999,Not str republican,Catholic,3
2008,Married,42,Other,$25000 or more,No answer,Protestant,NA
2008,Never married,20,White,Not applicable,Independent,Catholic,2
2008,Divorced,50,White,$20000 - 24999,Not str republican,Protestant,1
2008,Married,36,Other,Not applicable,Not str democrat,Christian,1
2008,Never married,21,White,Not applicable,Not str republican,None,1
2008,Never married,19,White,Not applicable,Not str republican,None,NA
2008,Never married,22,Black,$15000 - 19999,Strong democrat,Protestant,NA
2008,Married,37,White,$25000 or more,"Ind,near rep",Jewish,NA
2008,Divorced,60,Black,$25000 or more,Strong democrat,Protestant,5
2008,Divorced,NA,Black,Not applicable,Strong democrat,Protestant,4
2008,Divorced,34,White,$25000 or more,Strong democrat,Catholic,4
2008,Never married,NA,White,$25000 or more,Other party,Catholic,NA
2008,Widowed,88,White,Not applicable,Not str democrat,Catholic,10
2008,Divorced,31,White,$25000 or more,Strong democrat,None,2
2008,Married,79,White,Not applicable,Independent,Protestant,NA
2008,Never married,31,Black,$10000 - 14999,Strong democrat,Christian,1
2008,Divorced,57,Other,Not applicable,Strong democrat,Catholic,NA
2008,Married,42,Black,$25000 or more,Independent,Protestant,NA
2008,Widowed,81,White,Not applicable,"Ind,near dem",Protestant,2
2008,Married,39,White,Not applicable,Strong democrat,Protestant,NA
2008,Never married,23,Black,$20000 - 24999,"Ind,near dem",None,4
2008,Married,30,White,Not applicable,Strong republican,Protestant,2
2008,Divorced,72,White,$25000 or more,Strong democrat,Jewish,4
2008,Married,35,White,Not applicable,"Ind,near rep",Protestant,NA
2008,Married,55,White,$25000 or more,Not str republican,Catholic,2
2008,Never married,53,White,$25000 or more,Strong republican,Protestant,NA
2008,Widowed,89,White,Not applicable,Strong democrat,Protestant,NA
2008,Married,35,White,$25000 or more,Not str republican,Protestant,1
2008,Widowed,75,White,Not applicable,Strong democrat,Protestant,4
2008,Married,65,White,$10000 - 14999,"Ind,near rep",Catholic,NA
2008,Widowed,70,White,Not applicable,Strong republican,Protestant,7
2008,Married,49,White,$25000 or more,Not str republican,None,3
2008,Married,60,White,$8000 to 9999,"Ind,near dem",Other eastern,NA
2008,Widowed,NA,White,$25000 or more,Strong democrat,None,2
2008,Married,42,Other,$25000 or more,Not str republican,Catholic,0
2008,Married,41,White,Not applicable,"Ind,near rep",Protestant,4
2008,Married,38,Black,$20000 - 24999,Strong democrat,Protestant,4
2008,Never married,36,Black,$25000 or more,Independent,Protestant,NA
2008,Married,49,White,Not applicable,"Ind,near rep",Protestant,3
2008,Married,30,Black,$25000 or more,Strong democrat,None,NA
2008,Widowed,75,White,Not applicable,Independent,Protestant,6
2008,Never married,21,White,$1000 to 2999,Not str democrat,Catholic,2
2008,Married,41,White,$15000 - 19999,Strong republican,Catholic,NA
2008,Widowed,72,White,$10000 - 14999,"Ind,near dem",Protestant,2
2008,Married,78,White,Not applicable,Not str republican,Protestant,2
2008,Never married,33,White,Not applicable,Not str republican,Protestant,3
2008,Married,30,White,$25000 or more,Not str republican,Protestant,4
2008,Never married,29,Black,$25000 or more,Not str democrat,Protestant,2
2008,Widowed,78,White,Not applicable,Strong republican,Protestant,NA
2008,Separated,47,White,No answer,Not str republican,Protestant,1
2008,Never married,19,Black,$15000 - 19999,"Ind,near dem",None,6
2008,Widowed,80,Other,Not applicable,"Ind,near dem",Protestant,NA
2008,Divorced,49,White,$25000 or more,Independent,Protestant,3
2008,Married,54,White,$25000 or more,Not str republican,Protestant,1
2008,Married,62,White,$1000 to 2999,Independent,Catholic,NA
2010,Never married,31,Other,$25000 or more,Not str democrat,Catholic,1
2010,Never married,23,White,$7000 to 7999,Not str democrat,None,0
2010,Divorced,71,Black,Not applicable,Strong democrat,Catholic,5
2010,Widowed,82,White,Not applicable,Strong republican,Catholic,3
2010,Married,78,Black,Not applicable,Independent,Protestant,NA
2010,Never married,40,Black,$10000 - 14999,Strong democrat,None,4
2010,Divorced,46,Black,$25000 or more,"Ind,near dem",Catholic,NA
2010,Widowed,80,Black,Not applicable,Not str democrat,Protestant,1
2010,Married,31,Black,Refused,Strong democrat,Catholic,NA
2010,Never married,NA,Black,Refused,No answer,Catholic,1
2010,Never married,31,Black,$20000 - 24999,Strong democrat,Catholic,4
2010,Never married,21,Other,Not applicable,Independent,None,2
2010,Married,58,Black,$25000 or more,Strong democrat,Protestant,2
2010,Separated,36,Other,Not applicable,Strong democrat,Protestant,2
2010,Married,57,White,Not applicable,"Ind,near rep",Catholic,6
2010,Never married,28,White,Not applicable,"Ind,near dem",Protestant,NA
2010,Widowed,80,White,Not applicable,Not str democrat,Catholic,5
2010,Widowed,84,White,Not applicable,Not str democrat,Catholic,5
2010,Married,51,Other,Refused,"Ind,near dem",Catholic,NA
2010,Never married,35,White,$25000 or more,"Ind,near dem",Catholic,0
2010,Divorced,49,White,$25000 or more,Independent,Catholic,0
2010,Married,56,White,$25000 or more,"Ind,near dem",Protestant,5
2010,Never married,88,Black,Not applicable,Not str democrat,Protestant,4
2010,Never married,23,Black,Not applicable,Strong democrat,Protestant,4
2010,Married,35,White,$25000 or more,Not str democrat,None,0
2010,Never married,26,White,$25000 or more,Independent,Catholic,NA
2010,Never married,21,Other,Refused,Strong republican,Protestant,6
2010,Never married,21,Other,$1000 to 2999,Not str democrat,None,1
2010,Never married,33,White,$25000 or more,Not str democrat,Jewish,3
2010,Divorced,53,White,$25000 or more,Strong democrat,Catholic,0
2010,Married,63,White,Refused,Strong democrat,None,NA
2010,Married,34,White,$25000 or more,"Ind,near dem",Jewish,NA
2010,Widowed,75,White,Not applicable,Strong democrat,Orthodox-christian,3
2010,Married,78,White,Not applicable,"Ind,near dem",Catholic,NA
2010,Widowed,57,White,$25000 or more,Independent,Catholic,3
2010,Married,43,White,Refused,Independent,None,2
2010,Divorced,84,White,$4000 to 4999,Strong democrat,Jewish,NA
2010,Married,53,White,$25000 or more,Independent,Jewish,2
2010,Widowed,83,White,Not applicable,Strong democrat,Jewish,5
2010,Married,69,White,Refused,Strong democrat,Jewish,2
2010,Never married,24,White,$15000 - 19999,Not str democrat,Inter-nondenominational,NA
2010,Never married,33,Other,$25000 or more,Strong democrat,None,3
2010,Never married,23,White,$20000 - 24999,"Ind,near rep",Catholic,2
2010,Never married,25,Other,$25000 or more,"Ind,near dem",Catholic,3
2010,Married,66,White,Refused,Independent,None,3
2010,Never married,20,Other,$1000 to 2999,Independent,Catholic,3
2010,Never married,37,White,$25000 or more,Not str democrat,Catholic,NA
2010,Divorced,64,Black,Not applicable,Strong democrat,Protestant,NA
2010,Divorced,45,White,$25000 or more,"Ind,near rep",None,1
2010,Married,40,Other,$6000 to 6999,Strong democrat,Protestant,2
2010,Divorced,80,Black,$25000 or more,"Ind,near dem",None,NA
2010,Married,60,White,$25000 or more,"Ind,near rep",None,4
2010,Married,49,White,$25000 or more,Not str republican,Protestant,2
2010,Never married,22,White,$3000 to 3999,"Ind,near dem",Other eastern,NA
2010,Married,63,White,$25000 or more,"Ind,near rep",Catholic,2
2010,Divorced,72,White,Not applicable,"Ind,near rep",Catholic,4
2010,Divorced,42,Black,$25000 or more,Not str republican,Protestant,NA
2010,Married,54,Black,$25000 or more,Independent,Other,NA
2010,Never married,21,Black,$20000 - 24999,"Ind,near rep",Protestant,0
2010,Never married,26,White,$25000 or more,Strong democrat,None,2
2010,Never married,31,White,$25000 or more,"Ind,near dem",Protestant,3
2010,Never married,41,Black,$3000 to 3999,"Ind,near rep",Catholic,2
2010,Widowed,84,White,Not applicable,Independent,Catholic,5
2010,Never married,19,Other,Refused,No answer,Catholic,NA
2010,Married,34,White,Refused,Other party,Jewish,3
2010,Married,44,White,$25000 or more,Strong republican,Catholic,NA
2010,Married,45,White,$25000 or more,Independent,Catholic,4
2010,Never married,28,White,Not applicable,Not str democrat,Protestant,7
2010,Married,46,White,Not applicable,Independent,Catholic,1
2010,Divorced,50,White,Not applicable,Not str democrat,Catholic,4
2010,Married,40,White,$25000 or more,Strong republican,Catholic,NA
2010,Married,42,White,$25000 or more,"Ind,near dem",None,NA
2010,Never married,19,Other,Refused,Independent,Catholic,NA
2010,Divorced,53,White,$25000 or more,Independent,None,2
2010,Divorced,39,White,$3000 to 3999,Strong democrat,Catholic,4
2010,Divorced,40,White,$25000 or more,Not str republican,Protestant,1
2010,Married,44,White,$25000 or more,Independent,Catholic,3
2010,Married,58,White,$25000 or more,Strong republican,Protestant,3
2010,Married,46,White,$25000 or more,Independent,Catholic,2
2010,Divorced,66,White,$25000 or more,"Ind,near dem",Catholic,NA
2010,Never married,48,White,$25000 or more,Strong democrat,Catholic,1
2010,Married,88,White,$10000 - 14999,Not str republican,Protestant,3
2010,Married,45,White,$10000 - 14999,"Ind,near dem",Catholic,NA
2010,Never married,38,White,$7000 to 7999,Strong republican,Catholic,9
2010,Never married,22,Black,$10000 - 14999,"Ind,near dem",Protestant,4
2010,Never married,23,White,Not applicable,"Ind,near dem",Catholic,NA
2010,Never married,41,White,$25000 or more,Not str democrat,Catholic,4
2010,Never married,23,White,$1000 to 2999,Independent,Catholic,NA
2010,Married,60,White,$25000 or more,Not str republican,Catholic,3
2010,Married,80,White,Not applicable,"Ind,near rep",Catholic,5
2010,Married,56,White,Refused,"Ind,near dem",Catholic,NA
2010,Married,43,Black,$25000 or more,Not str democrat,Protestant,2
2010,Never married,31,Black,Refused,Strong democrat,Protestant,3
2010,Never married,24,White,Not applicable,Strong democrat,Catholic,NA
2010,Married,39,Black,$25000 or more,Strong democrat,Protestant,2
2010,Never married,20,Other,Lt $1000,"Ind,near dem",Protestant,2
2010,Married,55,Other,$25000 or more,Independent,Protestant,NA
2010,Married,45,White,Refused,Not str democrat,Catholic,1
2010,Married,50,White,Refused,Independent,Catholic,NA
2010,Married,69,White,$25000 or more,Strong republican,Catholic,2
2010,Widowed,50,Other,Not applicable,Strong democrat,Catholic,NA
2010,Married,31,Other,Not applicable,"Ind,near rep",Catholic,2
2010,Married,59,White,Refused,Independent,Catholic,2
2010,Never married,50,White,$25000 or more,Strong democrat,Catholic,3
2010,Married,51,White,Refused,Not str republican,Protestant,1
2010,Widowed,68,White,Not applicable,Not str republican,Catholic,6
2010,Separated,61,White,$6000 to 6999,"Ind,near dem",Jewish,3
2010,Married,50,White,Refused,Strong democrat,Jewish,3
2010,Married,51,White,$25000 or more,Not str republican,Jewish,3
2010,Married,43,White,$25000 or more,Independent,None,0
2010,Never married,19,Black,Not applicable,Not str republican,None,7
2010,Married,35,White,Refused,"Ind,near dem",Catholic,NA
2010,Married,64,White,$25000 or more,"Ind,near dem",Jewish,NA
2010,Divorced,44,White,Refused,Not str republican,Catholic,2
2010,Never married,40,White,$25000 or more,Not str republican,Catholic,NA
2010,Never married,59,White,$25000 or more,Not str republican,Catholic,3
2010,Married,36,White,Not applicable,Not str republican,Catholic,3
2010,Divorced,65,White,Refused,"Ind,near dem",Protestant,NA
2010,Never married,46,Other,Refused,Not str republican,Catholic,2
2010,Married,33,Other,$3000 to 3999,Not str republican,Catholic,2
2010,Never married,21,Other,Not applicable,Not str democrat,Catholic,3
2010,Never married,24,White,$20000 - 24999,Strong republican,Protestant,1
2010,Married,36,Other,$25000 or more,"Ind,near dem",Catholic,NA
2010,Divorced,27,Other,Not applicable,"Ind,near dem",None,0
2010,Married,32,White,$25000 or more,Not str democrat,Protestant,NA
2010,Divorced,68,White,Refused,Independent,Protestant,1
2010,Married,63,White,$25000 or more,Not str republican,Protestant,NA
2010,Married,80,White,Not applicable,"Ind,near dem",None,2
2010,Married,72,White,Not applicable,Strong democrat,Catholic,2
2010,Married,24,Other,$5000 to 5999,"Ind,near dem",Protestant,2
2010,Married,37,White,Not applicable,"Ind,near dem",Moslem/islam,NA
2010,Married,45,White,$15000 - 19999,"Ind,near dem",Protestant,1
2010,Separated,52,Other,$25000 or more,"Ind,near dem",Protestant,2
2010,Married,49,White,$25000 or more,Independent,None,NA
2010,Married,42,White,Refused,Not str democrat,Catholic,2
2010,Separated,42,White,$20000 - 24999,Not str democrat,Catholic,4
2010,Married,37,White,$6000 to 6999,Other party,Christian,NA
2010,Married,35,White,Lt $1000,Strong democrat,Christian,1
2010,Married,51,White,$25000 or more,Not str republican,Catholic,NA
2010,Married,66,Other,$25000 or more,Not str republican,Protestant,1
2010,Married,28,White,Refused,Not str republican,Protestant,0
2010,Married,39,White,Not applicable,"Ind,near dem",Protestant,2
2010,Married,47,White,$25000 or more,Independent,None,NA
2010,Married,48,White,$25000 or more,Not str republican,Protestant,0
2010,Married,49,Other,$25000 or more,"Ind,near rep",None,1
2010,Never married,20,White,Not applicable,Not str democrat,Catholic,3
